content,sentiment
rooneys fucking untouchable isnt he been fucking dreadful again depay has looked decentishtonight,sad
ibiza blues hitting me hard already wow,sad
hey man are you asian nah man im hispannah you just high as hell some random crackhead in the walma parking lotcmon,sad
does she really need to pout all the time getting on my nerves,sad
yet again another night i shouldve stayed in,sad
some questions you get on twitter make you want to despair weve been so battered we complain but arent convinced things could be better,sad
its still not sunk in that im seeing joe next month im so grateful and excited shit,sad
i know right i had a tinge of the same thought glad its six from bsg though happy the show stayed consistent after break,sad
rooney oh dear oh dear fucking dreadful,sad
her golden brown hues met with those baby blues as her arms crossed over the breasts he had been gulking at let me guess,sad
yeah friends of minw have witnesse accidents and a road near me like cars hav like sunk but ih gosh be safe okay,sad
a litany of namecalling how dull,sad
thats how you sta a season thats how you open the show,sad
i didnt say anything bad about the situation great mate cant believe some were makes me despair of humanity,sad
i know ive painted quite a grim picture of your chances but if you simply stand here we will both surely die,sad
i honestly feel nothing towards either of my parents and its pretty depressing,sad
glad the tv coverage was so successful because the attendance looked pretty dismal,sad
man imagine ultra is promoting carnival i think u need to be the chairperson cause am hearing nothing,sad
feminists should ask themselves why theyre so unhappy and why they lack love in their lives is it bc they are fighting a losing game,sad
life is hard its harder if ur stupid,sad
guess what im doing watching your great grandad sink the titanic,sad
i am worried that she felt safe,sad
happy bihday roy buchanan born on this day in,sad
cmon blues we are home games away from another cc semi i love those wembley away days being on anyone at home please,sad
probs spent a grand total of five minutes sober since sunday evening,sad
on the wheel as we grow older and become aware of ourselves as individuals with a dull responsibility in life,sad
sad people are that sick and boring,sad
this whole extradition might turn into a pandoras box jt has no idea about that murky corrupt guanxi in china toad vs dada,sad
orions eyes narrowed as he gazed down at the girl ice cold blues meeting a softer than usual green his instinct told him,sad
well i wont be doing a unboxing of the iphone plus on my channel until november sadly thank you staten island ny smh,sad
ive never been fond of having dark eyes until seeing this share,sad
huh perhaps because were both so dreary we get along well,sad
yeah agree i think it was a family member and they covered up,sad
the jest kara didnt chuckle instead her baby blues were narrowed in on adam like a warning if his brain wasnt,sad
second pair of scales i have bought that have stopped working after battery change is this an issue you are aware of,sad
i saw those dreams dashed ampamp divided like a million stars in the night sky that i wished on over ampamp over again sparkling ampamp broken,sad
boy oh boy our weekday schedule is crazy but no matter how tired i am i do whatever it takes to keep the smile on kais face from a frown,sad
id be perched on that unfounately wrapped in heavy chains,sad
doesnt explain the ability to land at manchester but not bradford other than more convenient for flybe many unhappy travelers,sad
why the fuck does my mum want me to put corn in the curry,sad
your per capita income is almost same like us gini coefficient is very dismal ambitions are high but output zero,sad
looking nice forward to playing at paper dress vintage in hackney this evening get there early as ill be on at pm,sad
winner,sad
between barroso going to goldman and this the is getting a very serious self inflicted problem,sad
i cant find my patronus the website doesnt work i cant even see the questions,sad
nutella is pine green forget me nots are ivory frozen is god,sad
i was not made for this world,sad
she used to be beautiful but she lived her life too fast forest city joe,sad
why does candice constantly pout,sad
with cc when i talked with them before a week still they didnt initiate the refund of the transaction,sad
no pull him afew weeks ago sadly theres no game audio or sound affects cause i played it on my phone and tryed everything,sad
im buying a supplies and im debating how serious is it to buy acrylic paint,sad
