content,sentiment
i guess im feeling generous today and so i have decided to offer a fabulous deal on of my most popular prints at the moment,happy
i guess it all just depends on my mood whether im feeling sociable or not,happy
i guess it s that whole i need a hobby thing to feel wohwhile sma and impoant,happy
i guess the good news is i feel calm now i think i just needed to get this off my chest,happy
i had a feeling when i left that i just wasn t that relaxed enough to really do it justice,happy
i had gone to the cumberland earlier that week so had met a few of n amp h friends prior to the weekend which was really lovely as since moving away i feel there are so many wonderful people i don t know,happy
i had grand plans of baking through my two days off but i mostly ended up just curled up on the couch pouting about not feeling well,happy
i had it in the bag because i was still feeling strong,happy
i had my hand on my beads consciously breathing consciously working to feel calm about my list of things to accomplish that afternoon,happy
i had seen but theres just something about their set that makes you feel so glad to be there,happy
i had to lose my best friends to be with the one who can make me feel forever contented with life and be eternally happy,happy
i hadnt been feeling well all week in calgary so with this added relaxation in the first run of the second race i set another pb time by almost,happy
i hadnt read on a blog before and you guys i feel thrilled that i know you at all,happy
i hang out i leave feeling energized and happy,happy
i hardly feel that way m usually hyper and bouncy around everyone,happy
